bin_HH,nEvents,Efficiencies
150,0,0.0
200,3,6e-05
250,1,2e-05
300,8,0.00016
350,5,0.0001
400,4,8e-05
450,5,0.0001
500,6,0.00012
550,6,0.00012
650,18,0.00036
