bin_HH,nEvents,Efficiencies
50,0,0.0
100,2,4e-05
150,0,0.0
200,2,4e-05
250,1,2e-05
300,0,0.0
350,2,4e-05
400,1,2e-05
500,3,6e-05
600,11,0.00022
