bin_HH,nEvents,Efficiencies
150,45,0.0009
200,136,0.00272
250,168,0.00336
300,153,0.00306
350,141,0.00282
400,135,0.0027
450,135,0.0027
500,194,0.00388
600,166,0.00332
700,147,0.00294
800,105,0.0021
900,81,0.00162
1000,91,0.00182
1150,106,0.00212
