Bin , nEvents , Efficiencies
150,0,0
200,0,0
250,1,2e-05
300,0,0
350,0,0
400,2,4e-05
450,2,4e-05
500,3,6e-05
600,4,8e-05
700,11,0.00022
800,13,0.00026
900,14,0.00028
1000,25,0.0005
1150,68,0.00136
