bin_HH,nEvents,Efficiencies
50,4,8e-05
100,4,8e-05
150,5,0.0001
200,3,6e-05
250,2,4e-05
300,3,6e-05
350,6,0.00012
400,6,0.00012
500,10,0.0002
600,42,0.00084
