Bin , nEvents , Efficiencies
150,0,0.0
160,2,4e-05
170,0,0.0
180,0,0.0
190,2,4e-05
200,1,2e-05
220,9,0.00018
240,4,8e-05
260,8,0.00016
280,14,0.00028
300,16,0.00032
320,21,0.00042
340,43,0.00086
360,33,0.00066
380,48,0.00096
400,62,0.00124
420,55,0.0011
440,55,0.0011
460,66,0.00132
480,46,0.00092
500,85,0.0017
520,59,0.00118
540,89,0.00178
560,76,0.00152
580,74,0.00148
600,136,0.00272
630,142,0.00284
660,131,0.00262
690,156,0.00312
720,165,0.0033
750,155,0.0031
780,192,0.00384
810,196,0.00392
840,189,0.00378
870,204,0.00408
900,377,0.00754
950,368,0.00736
1000,431,0.00862
1050,388,0.00776
1100,442,0.00884
1150,442,0.00884
1200,428,0.00856
1250,597,0.01194
1310,614,0.01228
1370,658,0.01316
1430,620,0.0124
1490,691,0.01382
1550,657,0.01314
1610,776,0.01552
1680,764,0.01528
1750,776,0.01552
1820,721,0.01442
1890,855,0.0171
1970,827,0.01654
2050,809,0.01618
