Bin , nEvents , Efficiencies
150,3,6e-05
160,1,2e-05
170,1,2e-05
180,4,8e-05
190,3,6e-05
200,7,0.00014
220,4,8e-05
240,3,6e-05
260,4,8e-05
280,9,0.00018
300,9,0.00018
320,7,0.00014
340,10,0.0002
360,17,0.00034
380,9,0.00018
400,5,0.0001
420,10,0.0002
440,10,0.0002
460,12,0.00024
480,14,0.00028
500,5,0.0001
520,12,0.00024
540,13,0.00026
560,20,0.0004
580,20,0.0004
600,28,0.00056
630,29,0.00058
660,29,0.00058
690,24,0.00048
720,35,0.0007
750,27,0.00054
780,23,0.00046
810,27,0.00054
840,35,0.0007
870,42,0.00084
900,82,0.00164
950,86,0.00172
1000,81,0.00162
1050,71,0.00142
1100,87,0.00174
1150,94,0.00188
1200,80,0.0016
1250,94,0.00188
1310,138,0.00276
1370,133,0.00266
1430,130,0.0026
1490,113,0.00226
1550,132,0.00264
1610,177,0.00354
1680,196,0.00392
1750,197,0.00394
1820,233,0.00466
1890,244,0.00488
1970,295,0.0059
2050,314,0.00628
