Bin , nEvents , Efficiencies
150,0,0
160,0,0
170,0,0
180,1,2e-05
190,0,0
200,0,0
220,0,0
240,0,0
260,0,0
280,1,2e-05
300,1,2e-05
320,0,0
340,0,0
360,0,0
380,3,6e-05
400,0,0
420,2,4e-05
440,0,0
460,0,0
480,0,0
500,0,0
520,1,2e-05
540,3,6e-05
560,0,0
580,0,0
600,3,6e-05
630,1,2e-05
660,3,6e-05
690,2,4e-05
720,4,8e-05
750,2,4e-05
780,3,6e-05
810,6,0.00012
840,6,0.00012
870,3,6e-05
900,11,0.00022
950,12,0.00024
1000,8,0.00016
1050,15,0.0003
1100,23,0.00046
1150,49,0.00098
1200,38,0.00076
1250,46,0.00092
1310,49,0.00098
1370,58,0.00116
1430,50,0.001
1490,76,0.00152
1550,73,0.00146
1610,81,0.00162
1680,84,0.00168
1750,97,0.00194
1820,96,0.00192
1890,130,0.0026
1970,155,0.0031
2050,139,0.00278
