Bin , nEvents , Efficiencies
150,61,0.00244
160,78,0.00312
170,80,0.0032
180,77,0.00308
190,77,0.00308
200,191,0.00764
220,195,0.0078
240,177,0.00708
260,172,0.00688
280,189,0.00756
300,189,0.00756
320,202,0.00808
340,204,0.00816
360,196,0.00784
380,195,0.0078
400,198,0.00792
420,185,0.0074
440,184,0.00736
460,173,0.00692
480,190,0.0076
500,190,0.0076
520,160,0.0064
540,138,0.00552
560,152,0.00608
580,139,0.00556
600,259,0.01036
630,255,0.0102
660,215,0.0086
690,216,0.00864
720,192,0.00768
750,211,0.00844
780,232,0.00928
810,188,0.00752
840,174,0.00696
870,203,0.00812
900,277,0.01108
950,341,0.01364
1000,251,0.01004
1050,262,0.01048
1100,244,0.00976
1150,232,0.00928
1200,215,0.0086
1250,259,0.01036
1310,225,0.009
1370,192,0.00768
1430,159,0.00636
1490,168,0.00672
1550,168,0.00672
1610,176,0.00704
1680,135,0.0054
1750,146,0.00584
1820,116,0.00464
1890,122,0.00488
1970,130,0.0052
2050,81,0.00324
