Bin , nEvents , Efficiencies
150,0,0
200,0,0
250,1,2e-05
300,1,2e-05
350,5,0.0001
400,7,0.00014
450,8,0.00016
500,23,0.00046
600,27,0.00054
700,40,0.0008
800,43,0.00086
900,54,0.00108
1000,57,0.00114
1150,112,0.00224
