Bin , nEvents , Efficiencies
150,0,0
160,0,0
170,1,2e-05
180,2,4e-05
190,0,0
200,2,4e-05
220,1,2e-05
240,2,4e-05
260,2,4e-05
280,0,0
300,4,8e-05
320,3,6e-05
340,1,2e-05
360,2,4e-05
380,1,2e-05
400,2,4e-05
420,7,0.00014
440,5,0.0001
460,9,0.00018
480,4,8e-05
500,7,0.00014
520,8,0.00016
540,15,0.0003
560,12,0.00024
580,15,0.0003
600,18,0.00036
630,39,0.00078
660,50,0.001
690,42,0.00084
720,49,0.00098
750,49,0.00098
780,64,0.00128
810,75,0.0015
840,77,0.00154
870,85,0.0017
900,148,0.00296
950,128,0.00256
1000,140,0.0028
1050,154,0.00308
1100,150,0.003
1150,165,0.0033
1200,153,0.00306
1250,199,0.00398
1310,233,0.00466
1370,247,0.00494
1430,221,0.00442
1490,278,0.00556
1550,305,0.0061
1610,307,0.00614
1680,366,0.00732
1750,360,0.0072
1820,386,0.00772
1890,451,0.00902
1970,487,0.00974
2050,469,0.00938
