Bin , nEvents , Efficiencies
150,1,2e-05
160,0,0
170,1,2e-05
180,0,0
190,0,0
200,1,2e-05
220,5,0.0001
240,6,0.00012
260,6,0.00012
280,7,0.00014
300,11,0.00022
320,17,0.00034
340,15,0.0003
360,26,0.00052
380,34,0.00068
400,35,0.0007
420,39,0.00078
440,55,0.0011
460,56,0.00112
480,70,0.0014
500,81,0.00162
520,68,0.00136
540,73,0.00146
560,91,0.00182
580,71,0.00142
600,136,0.00272
630,152,0.00304
660,147,0.00294
690,146,0.00292
720,156,0.00312
750,162,0.00324
780,156,0.00312
810,176,0.00352
840,194,0.00388
870,198,0.00396
900,334,0.00668
950,314,0.00628
1000,348,0.00696
1050,364,0.00728
1100,366,0.00732
1150,416,0.00832
1200,395,0.0079
1250,507,0.01014
1310,574,0.01148
1370,575,0.0115
1430,567,0.01134
1490,545,0.0109
1550,547,0.01094
1610,644,0.01288
1680,648,0.01296
1750,660,0.0132
1820,671,0.01342
1890,732,0.01464
1970,739,0.01478
2050,742,0.01484
