Bin , nEvents , Efficiencies
150,173,0.00692
160,145,0.0058
170,162,0.00648
180,163,0.00652
190,181,0.00724
200,319,0.01276
220,317,0.01268
240,289,0.01156
260,331,0.01324
280,301,0.01204
300,313,0.01252
320,289,0.01156
340,271,0.01084
360,286,0.01144
380,251,0.01004
400,210,0.0084
420,238,0.00952
440,206,0.00824
460,204,0.00816
480,195,0.0078
500,229,0.00916
520,203,0.00812
540,195,0.0078
560,167,0.00668
580,170,0.0068
600,234,0.00936
630,212,0.00848
660,220,0.0088
690,204,0.00816
720,189,0.00756
750,183,0.00732
780,190,0.0076
810,194,0.00776
840,131,0.00524
870,130,0.0052
900,212,0.00848
950,180,0.0072
1000,182,0.00728
1050,166,0.00664
1100,129,0.00516
1150,130,0.0052
1200,110,0.0044
1250,115,0.0046
1310,116,0.00464
1370,97,0.00388
1430,89,0.00356
1490,66,0.00264
1550,67,0.00268
1610,81,0.00324
1680,59,0.00236
1750,68,0.00272
1820,52,0.00208
1890,59,0.00236
1970,40,0.0016
2050,32,0.00128
