Bin , nEvents , Efficiencies
150,6,0.00024
160,0,0
170,2,8e-05
180,3,0.00012
190,6,0.00024
200,14,0.00056
220,10,0.0004
240,17,0.00068
260,17,0.00068
280,24,0.00096
300,28,0.00112
320,28,0.00112
340,25,0.001
360,33,0.00132
380,40,0.0016
400,47,0.00188
420,51,0.00204
440,47,0.00188
460,55,0.0022
480,67,0.00268
500,61,0.00244
520,50,0.002
540,55,0.0022
560,59,0.00236
580,58,0.00232
600,93,0.00372
630,107,0.00428
660,93,0.00372
690,93,0.00372
720,121,0.00484
750,116,0.00464
780,111,0.00444
810,119,0.00476
840,106,0.00424
870,135,0.0054
900,207,0.00828
950,221,0.00884
1000,209,0.00836
1050,247,0.00988
1100,250,0.01
1150,253,0.01012
1200,230,0.0092
1250,281,0.01124
1310,299,0.01196
1370,322,0.01288
1430,242,0.00968
1490,295,0.0118
1550,283,0.01132
1610,335,0.0134
1680,359,0.01436
1750,329,0.01316
1820,326,0.01304
1890,381,0.01524
1970,313,0.01252
2050,327,0.01308
