Bin , nEvents , Efficiencies
150,0,0
160,0,0
170,0,0
180,0,0
190,0,0
200,0,0
220,0,0
240,0,0
260,0,0
280,0,0
300,0,0
320,0,0
340,0,0
360,0,0
380,0,0
400,0,0
420,0,0
440,0,0
460,0,0
480,0,0
500,0,0
520,0,0
540,0,0
560,0,0
580,1,4.00016e-05
600,0,0
630,0,0
660,1,4.00016e-05
690,1,4.00016e-05
720,2,8.00032e-05
750,2,8.00032e-05
780,1,4.00016e-05
810,0,0
840,1,4.00016e-05
870,4,0.000160006
900,7,0.000280011
950,10,0.000400016
1000,8,0.000320013
1050,10,0.000400016
1100,12,0.000480019
1150,13,0.000520021
1200,17,0.000680027
1250,26,0.00104004
1310,22,0.000880035
1370,15,0.000600024
1430,26,0.00104004
1490,27,0.00108004
1550,24,0.000960038
1610,32,0.00128005
1680,41,0.00164007
1750,46,0.00184007
1820,49,0.00196008
1890,55,0.00220009
1970,42,0.00168007
2050,55,0.00220009
