Bin , nEvents , Efficiencies
152.41,1614,0.03228
165.05,1612,0.03224
178.75,1606,0.03212
193.57,1473,0.02946
209.63,1496,0.02992
227.02,1394,0.02788
245.86,1327,0.02654
266.25,1234,0.02468
288.34,1212,0.02424
312.26,1139,0.02278
338.16,1030,0.0206
366.21,980,0.0196
396.59,930,0.0186
429.49,800,0.016
465.12,772,0.01544
503.71,737,0.01474
545.49,650,0.013
590.74,588,0.01176
639.75,511,0.01022
692.82,392,0.00784
750.29,376,0.00752
812.54,313,0.00626
879.94,284,0.00568
952.94,222,0.00444
1032,175,0.0035
1117.6,167,0.00334
1210.3,123,0.00246
1310.7,112,0.00224
1419.4,59,0.00118
1537.2,58,0.00116
1664.7,47,0.00094
1802.8,30,0.0006
1952.4,13,0.00026
2114.3,13,0.00026
2289.7,20,0.0004
2479.7,11,0.00022
