bin_HH,nEvents,Efficiencies
50,112,0.000112
70,161,0.000161
80,267,0.000267
90,322,0.000322
100,687,0.000687
120,759,0.000759
140,745,0.000745
160,720,0.00072
180,787,0.000787
200,736,0.000736
220,745,0.000745
240,804,0.000804
260,748,0.000748
280,747,0.000747
300,763,0.000763
320,737,0.000737
340,740,0.00074
360,1407,0.001407
400,3076,0.003076
500,2450,0.00245
600,2033,0.002033
700,1628,0.001628
800,5272,0.005272
