Bin , nEvents , Efficiencies
150,1279,0.02558
160,1034,0.02068
170,919,0.01838
180,822,0.01644
190,704,0.01408
200,1290,0.0258
220,1017,0.02034
240,871,0.01742
260,681,0.01362
280,571,0.01142
300,467,0.00934
320,417,0.00834
340,400,0.008
360,309,0.00618
380,252,0.00504
400,232,0.00464
420,223,0.00446
440,159,0.00318
460,145,0.0029
480,131,0.00262
500,112,0.00224
520,121,0.00242
540,96,0.00192
560,76,0.00152
580,71,0.00142
600,88,0.00176
630,77,0.00154
660,59,0.00118
690,44,0.00088
720,45,0.0009
750,46,0.00092
780,38,0.00076
810,36,0.00072
840,32,0.00064
870,27,0.00054
900,32,0.00064
950,21,0.00042
1000,22,0.00044
1050,24,0.00048
1100,15,0.0003
1150,15,0.0003
1200,9,0.00018
1250,11,0.00022
1310,7,0.00014
1370,6,0.00012
1430,7,0.00014
1490,5,0.0001
1550,2,4e-05
1610,4,8e-05
1680,2,4e-05
1750,2,4e-05
1820,2,4e-05
1890,1,2e-05
1970,1,2e-05
2050,0,0
