Bin , nEvents , Efficiencies
150,606,0.02424
160,532,0.02128
170,452,0.01808
180,387,0.01548
190,346,0.01384
200,610,0.0244
220,491,0.01964
240,369,0.01476
260,306,0.01224
280,254,0.01016
300,237,0.00948
320,231,0.00924
340,176,0.00704
360,136,0.00544
380,115,0.0046
400,124,0.00496
420,88,0.00352
440,92,0.00368
460,62,0.00248
480,66,0.00264
500,58,0.00232
520,39,0.00156
540,42,0.00168
560,38,0.00152
580,39,0.00156
600,35,0.0014
630,27,0.00108
660,34,0.00136
690,43,0.00172
720,27,0.00108
750,24,0.00096
780,17,0.00068
810,7,0.00028
840,13,0.00052
870,10,0.0004
900,21,0.00084
950,16,0.00064
1000,15,0.0006
1050,7,0.00028
1100,6,0.00024
1150,8,0.00032
1200,6,0.00024
1250,2,8e-05
1310,1,4e-05
1370,1,4e-05
1430,0,0
1490,4,0.00016
1550,1,4e-05
1610,0,0
1680,0,0
1750,1,4e-05
1820,0,0
1890,1,4e-05
1970,0,0
2050,0,0
