Bin , nEvents , Efficiencies
50,2,4e-05
100,5,0.0001
150,3,6e-05
200,1,2e-05
250,2,4e-05
300,0,0
350,1,2e-05
400,3,6e-05
500,1,2e-05
600,0,0
