bin_HH,nEvents,Efficiencies
150,1,2e-05
200,2,4e-05
250,3,6e-05
300,4,8e-05
350,8,0.00016
400,4,8e-05
450,4,8e-05
500,3,6e-05
550,1,2e-05
650,31,0.00062
