Bin , nEvents , Efficiencies
152.41,658,0.01316
165.05,761,0.01522
178.75,902,0.01804
193.57,893,0.01786
209.63,1063,0.02126
227.02,1089,0.02178
245.86,1192,0.02384
266.25,1226,0.02452
288.34,1313,0.02626
312.26,1263,0.02526
338.16,1341,0.02682
366.21,1382,0.02764
396.59,1396,0.02792
429.49,1365,0.0273
465.12,1406,0.02812
503.71,1390,0.0278
545.49,1337,0.02674
590.74,1172,0.02344
639.75,1147,0.02294
692.82,1143,0.02286
750.29,1029,0.02058
812.54,923,0.01846
879.94,792,0.01584
952.94,649,0.01298
1032,580,0.0116
1117.6,455,0.0091
1210.3,338,0.00676
1310.7,298,0.00596
1419.4,209,0.00418
1537.2,155,0.0031
1664.7,111,0.00222
1802.8,98,0.00196
1952.4,63,0.00126
2114.3,37,0.00074
2289.7,23,0.00046
2479.7,14,0.00028
